2015-07-27,18:41:52.201,9.2903001
2015-07-27,18:42:46.463,9.29029561
2015-07-27,18:42:46.532,9.29026762
2015-07-27,18:42:46.586,9.29025974
2015-07-27,18:42:46.589,9.29025811
2015-07-27,18:42:49.587,9.29025796
2015-07-27,18:42:50.171,9.29025823
2015-07-27,18:42:50.174,9.29025874
2015-07-27,18:42:50.410,9.29026352
2015-07-27,18:42:50.416,9.29026709
2015-07-27,18:42:50.862,9.2902669
2015-07-27,18:42:50.864,9.29026737
2015-07-27,18:42:51.199,9.29026936
2015-07-27,18:42:51.201,9.29026977
2015-07-27,18:42:51.204,9.29027407
2015-07-27,18:42:52.354,9.2902805
2015-07-27,18:42:59.213,9.29026853
2015-07-27,18:42:59.216,9.29026566
2015-07-27,18:42:59.348,9.29026461
2015-07-27,18:42:59.364,9.29024624
2015-07-27,18:44:19.809,9.2902
2015-07-27,18:44:19.818,9.29010027
2015-07-27,18:44:22.583,9.29004103
2015-07-27,18:44:22.602,9.28997243
2015-07-27,18:44:22.636,9.28990879
2015-07-27,18:44:26.622,9.28988016
2015-07-27,18:44:33.734,9.28985028
2015-07-27,18:44:48.554,9.28982511
2015-07-27,18:44:50.132,9.28979027
2015-07-27,18:44:50.245,9.28975554
2015-07-27,18:44:56.118,9.28972263
2015-07-27,18:44:56.277,9.28969888
2015-07-27,18:44:56.279,9.28966166
2015-07-27,18:44:56.286,9.28961786
2015-07-27,18:44:56.381,9.2895728
2015-07-27,18:44:56.502,9.28951598
2015-07-27,18:44:56.506,9.28946848
2015-07-27,18:44:56.604,9.2894106
2015-07-27,18:44:56.613,9.28936294
2015-07-27,18:44:56.982,9.28931241
2015-07-27,18:44:57.699,9.28926727
2015-07-27,18:44:57.706,9.2892206
2015-07-27,18:44:58.045,9.28918295
2015-07-27,18:45:07.310,9.28914494
2015-07-27,18:45:07.456,9.28910388
2015-07-27,18:45:07.590,9.28907697
2015-07-27,18:45:07.835,9.28907096
2015-07-27,18:45:12.194,9.28904716
2015-07-27,18:45:12.762,9.28903363
2015-07-27,18:45:12.790,9.28900607
2015-07-27,18:45:13.222,9.28900267
2015-07-27,18:45:13.224,9.28898128
2015-07-27,18:45:13.229,9.28896745
2015-07-27,18:45:13.233,9.28894814
2015-07-27,18:45:13.240,9.28888406
2015-07-27,18:45:13.282,9.28886387
2015-07-27,18:45:13.283,9.28885223
2015-07-27,18:45:13.284,9.28883697
2015-07-27,18:45:13.287,9.28882782
2015-07-27,18:45:13.291,9.28880919
2015-07-27,18:45:13.385,9.28878323
2015-07-27,18:45:13.389,9.28876422
2015-07-27,18:45:13.421,9.28873546
2015-07-27,18:45:13.425,9.28871722
2015-07-27,18:45:13.430,9.28870994
2015-07-27,18:45:13.576,9.28869603
2015-07-27,18:45:13.578,9.28864529
2015-07-27,18:45:13.581,9.28865012
2015-07-27,18:45:13.583,9.2886445
2015-07-27,18:45:13.585,9.28864919
2015-07-27,18:45:13.623,9.28864675
2015-07-27,18:45:13.625,9.28863263
2015-07-27,18:45:13.628,9.28863815
2015-07-27,18:45:13.629,9.28865787
2015-07-27,18:45:13.632,9.28866152
2015-07-27,18:45:13.660,9.288612
2015-07-27,18:45:13.664,9.28852987
2015-07-27,18:45:13.676,9.28845248
2015-07-27,18:45:13.679,9.28840346
2015-07-27,18:45:13.686,9.28840088
2015-07-27,18:45:13.963,9.28841685
2015-07-27,18:45:13.964,9.28844737
2015-07-27,18:45:13.971,9.28848607
2015-07-27,18:45:13.973,9.28852649
2015-07-27,18:45:13.976,9.28855382
2015-07-27,18:45:14.027,9.28856766
2015-07-27,18:45:14.028,9.28859285
2015-07-27,18:45:14.030,9.28861342
2015-07-27,18:45:14.031,9.28863506
2015-07-27,18:45:14.032,9.28862394
2015-07-27,18:45:14.092,9.28862288
2015-07-27,18:45:14.098,9.28863195
2015-07-27,18:45:14.102,9.28865476
2015-07-27,18:45:14.105,9.28867684
2015-07-27,18:45:14.113,9.28869054
2015-07-27,18:45:14.192,9.28876984
2015-07-27,18:45:14.193,9.28879431
2015-07-27,18:45:15.845,9.28881716
2015-07-27,18:45:15.847,9.2888325
2015-07-27,18:45:15.848,9.28886223
2015-07-27,18:45:15.901,9.28888448
2015-07-27,18:45:15.903,9.28892096
2015-07-27,18:45:15.904,9.28895329
2015-07-27,18:45:15.906,9.28899802
2015-07-27,18:45:15.911,9.28904087
2015-07-27,18:45:15.961,9.28908261
2015-07-27,18:45:15.963,9.28913446
2015-07-27,18:45:15.965,9.28918961
2015-07-27,18:45:15.966,9.28925351
2015-07-27,18:45:15.968,9.28930208
2015-07-27,18:45:16.026,9.28935362
2015-07-27,18:45:16.030,9.2894033
2015-07-27,18:45:16.033,9.28944242
2015-07-27,18:45:16.036,9.28948169
2015-07-27,18:45:16.039,9.28951081
2015-07-27,18:45:16.092,9.28954102
2015-07-27,18:45:16.094,9.2895677
2015-07-27,18:45:16.096,9.28960174
2015-07-27,18:45:16.306,9.28965654
2015-07-27,18:45:16.308,9.28969243
2015-07-27,18:45:16.413,9.28972896
2015-07-27,18:45:16.414,9.2897687
2015-07-27,18:45:16.423,9.28980922
2015-07-27,18:45:16.426,9.28986181
2015-07-27,18:45:16.435,9.28991596
2015-07-27,18:45:16.997,9.28996954
2015-07-27,18:45:16.998,9.29001456
2015-07-27,18:45:17.003,9.29005628
2015-07-27,18:45:17.005,9.29007327
2015-07-27,18:45:17.008,9.29008275
2015-07-27,18:45:17.621,9.29007469
2015-07-27,18:45:17.623,9.29005438
2015-07-27,18:45:17.627,9.29003628
2015-07-27,18:45:17.633,9.29001157
2015-07-27,18:45:17.638,9.28997071
